metodo,sujeito,tempo,CSF,WM,GM
GMM,SUB001,478.2857142857143,0.0015685155494391,0.0009839310727692,0.0008512294147889
GMM,SUB001,495.3673469387755,0.0015539046368935,0.0009734627958661,0.0008527121183873
GMM,SUB001,512.4489795918367,0.0015564150904793,0.0009783321719775,0.0008462160776764
GMM,SUB001,529.530612244898,0.0015462714175356,0.0009765401101643,0.0008482703922092
GMM,SUB001,546.6122448979592,0.0015570293730898,0.0009765134252059,0.0008443810126223
GMM,SUB001,563.6938775510204,0.0015574187652551,0.0009922060109044,0.0008505311186777
GMM,SUB001,580.7755102040816,0.00153248903137,0.0010026375819985,0.000861060248307
GMM,SUB001,597.8571428571428,0.0015294598653261,0.0009774361346298,0.0008322308274411
GMM,SUB001,614.9387755102041,0.0015257034073517,0.0009737726325075,0.0008534044358181
GMM,SUB001,632.0204081632653,0.0014769592211841,0.0009900339907702,0.0008619842889699
GMM,SUB001,649.1020408163265,0.0015159709809905,0.0009697734001246,0.0008493296688211
GMM,SUB001,666.1836734693877,0.0015116648745751,0.0009853307258812,0.0008443073137322
GMM,SUB001,683.2653061224489,0.0015378310289399,0.0009637238665008,0.0008637287374874
GMM,SUB001,700.3469387755101,0.0015518540977624,0.0009862069227183,0.0008717177983816
GMM,SUB001,717.4285714285714,0.0015552656177856,0.0009861906669596,0.0008481717446155
GMM,SUB001,734.5102040816327,0.0015329809759376,0.0009609765568911,0.0008347123812365
GMM,SUB001,751.5918367346939,0.0015513542289045,0.0009782169665215,0.000844476132172
GMM,SUB001,768.6734693877551,0.0015669381705601,0.0009839560573114,0.0008534978428654
GMM,SUB001,785.7551020408163,0.0015361352380472,0.0009763737541473,0.0008439002774408
GMM,SUB001,802.8367346938775,0.0015343668364124,0.0009374753659113,0.0008111398515658
GMM,SUB001,819.9183673469388,0.00152819537642,0.0009458655630593,0.0008012805988552
GMM,SUB001,837.0,0.0015478544035672,0.0009622241264395,0.0008177697765945
GMM,SUB002,0.0,0.0017912897303688,0.0009480212133307,0.0008728595427934
GMM,SUB002,17.081632653061224,0.0017646432150986,0.0009324532989378,0.0008661294081458
GMM,SUB002,34.16326530612245,0.0017560677693258,0.0009385057312223,0.0008741517849275
GMM,SUB002,51.244897959183675,0.0017713168751768,0.0009294787359795,0.0008674617691099
GMM,SUB002,68.3265306122449,0.0017734512328568,0.0009306026925075,0.0008647604564914
GMM,SUB002,85.40816326530611,0.0017510695955934,0.0009202154256848,0.0008488392316568
GMM,SUB002,102.48979591836735,0.0017778675486959,0.0009420373021758,0.000872679714966
GMM,SUB002,119.57142857142857,0.0017859184853164,0.0009369416993075,0.0008680278380291
GMM,SUB002,136.6530612244898,0.0017644280670348,0.0009386298172064,0.0008786214890995
GMM,SUB002,153.73469387755102,0.0017684686322352,0.0009409944994935,0.0008800626628584
GMM,SUB002,170.81632653061223,0.0017636600736618,0.0009378722562555,0.0008843024232399
GMM,SUB002,187.89795918367346,0.0017545980623794,0.0009315714599757,0.0008672370398509
GMM,SUB002,204.9795918367347,0.0017333525398865,0.0009077839357405,0.0008425394365284
GMM,SUB002,222.0612244897959,0.0017400016690495,0.0009332438997486,0.0008755806198647
GMM,SUB002,239.14285714285714,0.0017409880650915,0.0009202813612462,0.0008494006363136
GMM,SUB002,256.2244897959184,0.001720522462454,0.0009238494871131,0.0008634984294591
GMM,SUB002,273.3061224489796,0.0017731992862299,0.000949186678155,0.0008768018990707
GMM,SUB002,290.3877551020408,0.0017236880341593,0.0009318370827685,0.000861926983583
GMM,SUB002,307.46938775510205,0.0017256643623098,0.0009318045675224,0.00087891194074
GMM,SUB002,324.55102040816325,0.0017336280491454,0.0009351641022943,0.0008651467941123
GMM,SUB002,341.63265306122446,0.0017263803176388,0.0009207384137752,0.0008584115265898
GMM,SUB002,358.7142857142857,0.0018121445929147,0.0008569964511123,0.0008241499043352
GMM,SUB002,375.7959183673469,0.0017368337589655,0.0009278539548611,0.0008652598616012
GMM,SUB002,392.87755102040813,0.0017100754284153,0.0009129194168553,0.0008490478530917
GMM,SUB002,409.9591836734694,0.0017324938593224,0.0009495884613342,0.0008787361111805
GMM,SUB002,427.0408163265306,0.0017120960128657,0.0009160849311286,0.0008559220393043
GMM,SUB002,444.1224489795918,0.0016971343995747,0.0009244250085202,0.0008617786993524
GMM,SUB002,461.204081632653,0.001697045172126,0.0009299685940254,0.0008625310223444
GMM,SUB002,478.2857142857143,0.0017059212719417,0.00094082370127,0.000876973417115
GMM,SUB002,495.3673469387755,0.0017212519146388,0.0009440327751684,0.0008710248938517
GMM,SUB002,512.4489795918367,0.0016952431449976,0.0009335391205334,0.0008667449618671
GMM,SUB002,529.530612244898,0.0017095800220623,0.0009429861554817,0.0008752450078585
GMM,SUB002,546.6122448979592,0.0017025863545763,0.0009526532306757,0.0008759435923215
GMM,SUB002,563.6938775510204,0.0017131283591227,0.0009708034240989,0.0008902339340742
GMM,SUB002,580.7755102040816,0.0017042516243971,0.0009386829643902,0.000879351240929
GMM,SUB002,597.8571428571428,0.0016735180047464,0.0009403783705887,0.0008630582573513
GMM,SUB002,614.9387755102041,0.001659027530308,0.0009239719387221,0.000862926204707
GMM,SUB002,632.0204081632653,0.0016731981752218,0.0009344123808759,0.0008728789938129
GMM,SUB002,649.1020408163265,0.0016936218672806,0.0009382349498223,0.0008642855928987
GMM,SUB002,666.1836734693877,0.0016894817631751,0.000948884156451,0.0008807403797588
GMM,SUB002,683.2653061224489,0.0017140083468342,0.0009376651835301,0.0008896802339907
GMM,SUB002,700.3469387755101,0.0017335589443557,0.0009291126200986,0.0008772100873213
GMM,SUB002,717.4285714285714,0.0017203694035855,0.0009352928169094,0.0008585450354658
GMM,SUB002,734.5102040816327,0.0017009629948782,0.0009300515002369,0.0008639986873017
GMM,SUB002,751.5918367346939,0.001713296765496,0.0009369142084907,0.0008705543214912
GMM,SUB002,768.6734693877551,0.0017048521386758,0.0009293781153946,0.0008602384291348
GMM,SUB002,785.7551020408163,0.0017021482683721,0.0009503865171378,0.000878133047851
GMM,SUB002,802.8367346938775,0.0017029263131341,0.0009241205191573,0.0008661259559084
GMM,SUB002,819.9183673469388,0.0017265180198595,0.0009456314734924,0.0008866835679647
GMM,SUB002,837.0,0.0016974701976745,0.0009280026780505,0.0008677746053435
MLP,SUB001,0.0,0.0017248607401857,0.0007154478684991,0.0023325899031283
MLP,SUB001,17.081632653061224,0.0015025226403254,0.0007343518438437,0.0022960455956155
MLP,SUB001,34.16326530612245,0.0015812801171857,0.0007133695352752,0.0022476244489981
MLP,SUB001,51.244897959183675,0.0015557755784645,0.000742769153118,0.0022981399036862
MLP,SUB001,68.3265306122449,0.0016020533975273,0.0007400179743657,0.002342319667694
MLP,SUB001,85.40816326530611,0.0015353187523014,0.0007183608236684,0.0023307343080536
MLP,SUB001,102.48979591836735,0.0015182980693259,0.0007365517836915,0.002274827740149
MLP,SUB001,119.57142857142857,0.0015290865515242,0.0007156190459768,0.0023237957978446
MLP,SUB001,136.6530612244898,0.0015526991866664,0.0006882591493785,0.0023343583095219
MLP,SUB001,153.73469387755102,0.0015751497562459,0.0007265459503107,0.0023092214779853
MLP,SUB001,170.81632653061223,0.0015548146336419,0.0007505655689024,0.0023608241502547
MLP,SUB001,187.89795918367346,0.0015652478182453,0.0007272083388357,0.0022909295768339
MLP,SUB001,204.9795918367347,0.0014821787492903,0.0007464605647312,0.0023061499075948
MLP,SUB001,222.0612244897959,0.0015058387678161,0.0007338318163291,0.0022979693693343
MLP,SUB001,239.14285714285714,0.0016834502986561,0.0007771346318229,0.0022609932939627
MLP,SUB001,256.2244897959184,0.0016324001376742,0.0007323698839856,0.0021816099343416
MLP,SUB001,273.3061224489796,0.0015397925221552,0.0007082069285291,0.0022808832052392
MLP,SUB001,290.3877551020408,0.0016156775173605,0.0007259158353101,0.0022358348404592
MLP,SUB001,307.46938775510205,0.0016444757053751,0.0007532224925264,0.002258469725794
MLP,SUB001,324.55102040816325,0.0015692150991443,0.0007310077252836,0.0022776252529686
MLP,SUB001,341.63265306122446,0.001623077008988,0.0007341195425939,0.0022305920435707
MLP,SUB001,358.7142857142857,0.0016158630776398,0.0007002924845523,0.0022653303177545
MLP,SUB001,375.7959183673469,0.0015783731132725,0.0007467930036199,0.0023151380619727
MLP,SUB001,392.87755102040813,0.0016151147927977,0.0007453974755964,0.0022248139040483
MLP,SUB001,409.9591836734694,0.0015678034603933,0.0007126956282216,0.0022879712603472
MLP,SUB001,427.0408163265306,0.0015320384006841,0.0007194734541488,0.0022720660149822
MLP,SUB001,444.1224489795918,0.0015977090255274,0.0006866770253185,0.002307022728099
MLP,SUB001,461.204081632653,0.001474974603892,0.0007018674138592,0.0022919339106647
MLP,SUB001,478.2857142857143,0.0015855720939322,0.0007125354620704,0.0022727684224302
MLP,SUB001,495.3673469387755,0.0016546141180525,0.0007247584283734,0.0022325597442418
MLP,SUB001,512.4489795918367,0.0015586867576866,0.0007158399527683,0.0022618262235272
MLP,SUB001,529.530612244898,0.001591726182041,0.0007105441340302,0.0022401289840098
MLP,SUB001,546.6122448979592,0.0015291323770114,0.0007141742052232,0.0023101512666254
MLP,SUB001,563.6938775510204,0.0015971260210951,0.0007122009263595,0.0022703549228008
MLP,SUB001,580.7755102040816,0.0015427376663004,0.0007462055173782,0.0022660337541004
MLP,SUB001,597.8571428571428,0.0016224383580739,0.0006795327954195,0.0021888924824967
MLP,SUB001,614.9387755102041,0.0015661390328802,0.0007290593372599,0.0021365509666985
MLP,SUB001,632.0204081632653,0.0016530291443282,0.0007603933674356,0.0021121936462383
MLP,SUB001,649.1020408163265,0.0016309686702559,0.0007326495151884,0.0021856118230654
MLP,SUB001,666.1836734693877,0.0016328071245606,0.0007178630559838,0.0022334263528941
MLP,SUB001,683.2653061224489,0.0016056431134862,0.0007578705147161,0.0022200305522857
MLP,SUB001,700.3469387755101,0.0015580630245666,0.0007747618324584,0.00227739073753
MLP,SUB001,717.4285714285714,0.001572184291454,0.0007177626570382,0.0022593147845819
MLP,SUB001,734.5102040816327,0.0015142286712938,0.0007117691150754,0.0022824779416725
MLP,SUB001,751.5918367346939,0.0015148928083244,0.0007201867771442,0.0022913338132436
MLP,SUB001,768.6734693877551,0.0016430164430573,0.0007077001340227,0.00226106226525
MLP,SUB001,785.7551020408163,0.00157781327205,0.0007237272739306,0.0022666794821076
MLP,SUB001,802.8367346938775,0.0015903511310373,0.0006855345288452,0.0022767189732974
MLP,SUB001,819.9183673469388,0.0015555496314492,0.0007000882167101,0.0022791092611599
MLP,SUB001,837.0,0.0015443622358584,0.0006912861032248,0.0023059205091142
MLP,SUB002,0.0,0.0020374069797048,0.0007153309137704,0.0022975949851939
MLP,SUB002,17.081632653061224,0.0019062379530703,0.0007134210929852,0.0022556064433934
MLP,SUB002,34.16326530612245,0.0020365652509839,0.0007184599835161,0.0022577116421156
MLP,SUB002,51.244897959183675,0.0021098844043237,0.0007098911650158,0.0022806561151642
MLP,SUB002,68.3265306122449,0.0019696617066336,0.0007071704332176,0.0022817832174404
MLP,SUB002,85.40816326530611,0.0019594659629391,0.000689147584906,0.002260120093978
MLP,SUB002,102.48979591836735,0.0019998895982629,0.0007085968064323,0.0022693516162114
MLP,SUB002,119.57142857142857,0.0019343408301327,0.0007114852730846,0.0022942930654719
MLP,SUB002,136.6530612244898,0.0019325896416137,0.0007177419571033,0.0022691730453615
MLP,SUB002,153.73469387755102,0.002104796950681,0.0007234794370709,0.002256699886422
MLP,SUB002,170.81632653061223,0.0018592995677178,0.0007275660129466,0.0022511767011605
MLP,SUB002,187.89795918367346,0.0020676568618166,0.0007085218067162,0.0022596309365943
MLP,SUB002,204.9795918367347,0.0019348319598345,0.0006912683272094,0.00224501288765
MLP,SUB002,222.0612244897959,0.0018252014864363,0.000728041928232,0.0022011250112214
MLP,SUB002,239.14285714285714,0.0019557382142136,0.0006997544573179,0.0022267238818213
MLP,SUB002,256.2244897959184,0.0019203275151946,0.0007079769232981,0.0021620723157514
MLP,SUB002,273.3061224489796,0.0019273776389535,0.0007222752245509,0.0022508499438502
MLP,SUB002,290.3877551020408,0.0020291133486711,0.0007090784929722,0.0022146298394724
MLP,SUB002,307.46938775510205,0.0018546200620656,0.0007246799867724,0.0021546037683248
MLP,SUB002,324.55102040816325,0.0019857207686341,0.000707887686882,0.0021980636104417
MLP,SUB002,341.63265306122446,0.0020927535247974,0.0006972169606104,0.0021814696445099
MLP,SUB002,358.7142857142857,0.0019102425226898,0.0006279680108649,0.0023201077151173
MLP,SUB002,375.7959183673469,0.0019263024663541,0.0007113548630157,0.0021941500522344
MLP,SUB002,392.87755102040813,0.0021815445488509,0.0006953713892621,0.0021497917614561
MLP,SUB002,409.9591836734694,0.0021412819775594,0.000726079322621,0.0021633357159888
MLP,SUB002,427.0408163265306,0.0020814817982524,0.0006951518497713,0.0021711145181944
MLP,SUB002,444.1224489795918,0.0021314604677866,0.0006950754301187,0.0021511981988443
MLP,SUB002,461.204081632653,0.0020225291892293,0.0007063989771006,0.0021166268952892
MLP,SUB002,478.2857142857143,0.0021214767745532,0.0007129541807519,0.0021112180384764
MLP,SUB002,495.3673469387755,0.0022107216767414,0.0007068468178168,0.0021489342182787
MLP,SUB002,512.4489795918367,0.0020463138950147,0.0007122067746527,0.002100231231185
MLP,SUB002,529.530612244898,0.0021066326954498,0.0007139913764374,0.0021326350505659
MLP,SUB002,546.6122448979592,0.00213146821267,0.0007150902361788,0.0021247536940258
MLP,SUB002,563.6938775510204,0.0022995453105862,0.0007227976660371,0.0021441230727998
MLP,SUB002,580.7755102040816,0.0019538114288118,0.0007188172129294,0.0021212092207589
MLP,SUB002,597.8571428571428,0.0021317416378375,0.0006975032471345,0.002043644546892
MLP,SUB002,614.9387755102041,0.0020202433032379,0.0007026448667816,0.0020334951064548
MLP,SUB002,632.0204081632653,0.0019945823247457,0.000713850695995,0.0020716804142385
MLP,SUB002,649.1020408163265,0.0021921557980444,0.0006996170412061,0.0021294985545501
MLP,SUB002,666.1836734693877,0.0019620696485464,0.000717527795805,0.0020792824027039
MLP,SUB002,683.2653061224489,0.0020592439613367,0.0007393021072515,0.0021344831772474
MLP,SUB002,700.3469387755101,0.0020124097476866,0.0007238581983106,0.0021856330643492
MLP,SUB002,717.4285714285714,0.002074498055411,0.0007018829618494,0.0021500029515767
MLP,SUB002,734.5102040816327,0.0021144068400725,0.0007015997788376,0.0021197461272111
MLP,SUB002,751.5918367346939,0.0020434942832222,0.0007078447244154,0.0021375614433649
MLP,SUB002,768.6734693877551,0.0020711294717735,0.0006940939962477,0.0021576261663263
MLP,SUB002,785.7551020408163,0.0020743874097476,0.0007202116834753,0.002124875564252
MLP,SUB002,802.8367346938775,0.0020242952399167,0.0007067110712704,0.0021422290226818
MLP,SUB002,819.9183673469388,0.0020845075026201,0.0007236954319448,0.0021571913511054
MLP,SUB002,837.0,0.001920861156939,0.000704893805214,0.0021215749895544
XGB,SUB001,0.0,0.0023902371887173,0.0006872814992529,0.0008680860726674
XGB,SUB001,17.081632653061224,0.002357837931756,0.0007070757323569,0.0008644027056796
XGB,SUB001,34.16326530612245,0.0023601311815539,0.0006815887007234,0.0008552179584537
XGB,SUB001,51.244897959183675,0.0023883157629389,0.0006980786737331,0.0008396522384526
XGB,SUB001,68.3265306122449,0.0024019080912596,0.000711121521142,0.0008842820531033
XGB,SUB001,85.40816326530611,0.002370892992906,0.0006938463048284,0.0008775320835119
XGB,SUB001,102.48979591836735,0.002325155531546,0.0007124784961907,0.0008778588636219
XGB,SUB001,119.57142857142857,0.0023672030049679,0.0006764546374975,0.0008872165691894
XGB,SUB001,136.6530612244898,0.0023999731532474,0.0006692627373265,0.0008525460539051
XGB,SUB001,153.73469387755102,0.0023716603153465,0.0006987770499699,0.0008681699372481
XGB,SUB001,170.81632653061223,0.0024022131597851,0.0007137894370077,0.0008663582082616
XGB,SUB001,187.89795918367346,0.0023718179892051,0.0006997464541513,0.0008577382156413
XGB,SUB001,204.9795918367347,0.0023378001327551,0.0007126661199442,0.0008667372119651
XGB,SUB001,222.0612244897959,0.0023823533324491,0.0006933496064513,0.0008691481072913
XGB,SUB001,239.14285714285714,0.0023006159968691,0.0007342671551447,0.000890957993466
XGB,SUB001,256.2244897959184,0.0023208054159231,0.0007041718874967,0.000862428392756
XGB,SUB001,273.3061224489796,0.0023476012176038,0.0006661739697811,0.0009025461360953
XGB,SUB001,290.3877551020408,0.002336372213586,0.0006998024204049,0.0008509773095367
XGB,SUB001,307.46938775510205,0.002323710088466,0.0007132282478901,0.0008697443022344
XGB,SUB001,324.55102040816325,0.0023446628307894,0.0006967028449343,0.0008742499437101
XGB,SUB001,341.63265306122446,0.0023387052520825,0.000708737736704,0.0008561410070437
XGB,SUB001,358.7142857142857,0.0023393361444098,0.0006693692620174,0.0008426497264169
XGB,SUB001,375.7959183673469,0.0023811625392775,0.0006879133824078,0.000874060623921
XGB,SUB001,392.87755102040813,0.0023486939435569,0.0007152532959697,0.0008724024646855
XGB,SUB001,409.9591836734694,0.0023554759176379,0.0006771114832564,0.0008562793663489
XGB,SUB001,427.0408163265306,0.0023528836881808,0.0006812138457092,0.0008522354304576
XGB,SUB001,444.1224489795918,0.0023784104324311,0.000656414337192,0.0008579236878205
XGB,SUB001,461.204081632653,0.0024045112712228,0.0006664823281619,0.0008326365550634
XGB,SUB001,478.2857142857143,0.0023598536588579,0.000690526688114,0.0008711237047168
XGB,SUB001,495.3673469387755,0.0023192272329385,0.0007030279391863,0.0008561602262478
XGB,SUB001,512.4489795918367,0.0023556660263238,0.0006831290770811,0.0008673393999861
XGB,SUB001,529.530612244898,0.0023334783160081,0.0006819741581908,0.0008744006470133
XGB,SUB001,546.6122448979592,0.0023791796682023,0.0006825385539943,0.0008568504461606
XGB,SUB001,563.6938775510204,0.0023598388427856,0.0006928350963558,0.0008713136097616
XGB,SUB001,580.7755102040816,0.002335751183898,0.0007108895715235,0.0008831588768808
XGB,SUB001,597.8571428571428,0.0023324345338735,0.000663161894443,0.0008641766044174
XGB,SUB001,614.9387755102041,0.0023082887428764,0.0006967046463528,0.0008693131624406
XGB,SUB001,632.0204081632653,0.0022097407670917,0.0007224079629975,0.0008772356656982
XGB,SUB001,649.1020408163265,0.0023071926147904,0.0006969147084371,0.0008522124781373
XGB,SUB001,666.1836734693877,0.0022826144337089,0.0006977375494759,0.0008653044750233
XGB,SUB001,683.2653061224489,0.0023039874142012,0.000726577277798,0.0008435627175732
XGB,SUB001,700.3469387755101,0.002360738168969,0.0007365782009181,0.0008594776850968
XGB,SUB001,717.4285714285714,0.0023557400085244,0.0006921855219867,0.0008734813241847
XGB,SUB001,734.5102040816327,0.0023546306394777,0.0006885536740964,0.0008410274126324
XGB,SUB001,751.5918367346939,0.0023571666383074,0.0006893227948945,0.0008595256346018
XGB,SUB001,768.6734693877551,0.0023490178582756,0.0006894727936249,0.0008747398817223
XGB,SUB001,785.7551020408163,0.002334315800738,0.0006962236699693,0.0008637030988096
XGB,SUB001,802.8367346938775,0.0023249255198033,0.0006657342010824,0.0008162489812752
XGB,SUB001,819.9183673469388,0.0023586317929941,0.0006516086658282,0.0008138500718662
XGB,SUB001,837.0,0.002372803193532,0.0006497063328346,0.0008513358496774
XGB,SUB002,0.0,0.0022391948302802,0.0007055936461363,0.00089506177805
XGB,SUB002,17.081632653061224,0.0021777199750456,0.0007058075422783,0.0008760902966878
XGB,SUB002,34.16326530612245,0.0022444443999279,0.0007084994016304,0.0008852005973525
XGB,SUB002,51.244897959183675,0.0022530969121355,0.0006953045366678,0.0008709241370104
XGB,SUB002,68.3265306122449,0.0022180320771139,0.0006959718268026,0.0008819626649045
XGB,SUB002,85.40816326530611,0.0021921575972741,0.0006789613576058,0.0008741782007767
XGB,SUB002,102.48979591836735,0.0022231230757271,0.0006999739390058,0.0008962067154379
XGB,SUB002,119.57142857142857,0.0022159512857509,0.0006955706772775,0.0008943348835624
XGB,SUB002,136.6530612244898,0.002209588222076,0.0007081920234144,0.0008909270188306
XGB,SUB002,153.73469387755102,0.0022260859704117,0.0007136477817268,0.0008874853674033
XGB,SUB002,170.81632653061223,0.0021951071950523,0.0007142179209093,0.0008932038159712
XGB,SUB002,187.89795918367346,0.0022358784858673,0.0007013707320749,0.0008716418543856
XGB,SUB002,204.9795918367347,0.0021834017642797,0.0006772350882794,0.0008531569334075
XGB,SUB002,222.0612244897959,0.002153428687534,0.0007059228662205,0.0008959924558254
XGB,SUB002,239.14285714285714,0.0021713033367124,0.0006828279785916,0.0008681446149452
XGB,SUB002,256.2244897959184,0.002128493746336,0.0006959225630337,0.0008710592198092
XGB,SUB002,273.3061224489796,0.0021940677367052,0.0006993477902069,0.0009155130071511
XGB,SUB002,290.3877551020408,0.0021764315300019,0.000699691753805,0.0008702718648258
XGB,SUB002,307.46938775510205,0.0021129476091947,0.0007079363141523,0.0008891657756924
XGB,SUB002,324.55102040816325,0.002159176936223,0.0006982776294085,0.0008796000893585
XGB,SUB002,341.63265306122446,0.0021738666461367,0.0006912567501627,0.0008576953400404
XGB,SUB002,358.7142857142857,0.0022716291550839,0.0006133991754764,0.0008335152630155
XGB,SUB002,375.7959183673469,0.002167848881067,0.0006880282908931,0.0008801737087896
XGB,SUB002,392.87755102040813,0.0021735559165982,0.000683724544935,0.0008513047635846
XGB,SUB002,409.9591836734694,0.002181330943346,0.0007113503273286,0.0009001151562663
XGB,SUB002,427.0408163265306,0.0021580178603459,0.0006825287949494,0.0008600810663617
XGB,SUB002,444.1224489795918,0.0021508196829232,0.0006864885635921,0.0008766626001159
XGB,SUB002,461.204081632653,0.002103890519811,0.0006921357077785,0.0008783333302108
XGB,SUB002,478.2857142857143,0.0020987923728233,0.0007067025221852,0.0008846009580123
XGB,SUB002,495.3673469387755,0.0021636509250603,0.0006993708307236,0.0008751837256414
XGB,SUB002,512.4489795918367,0.0020863837946122,0.0006982955900061,0.0008803218717992
XGB,SUB002,529.530612244898,0.0021268587293895,0.0007000673587246,0.00089663344745
XGB,SUB002,546.6122448979592,0.0021462575428284,0.000705535330217,0.0008986353464791
XGB,SUB002,563.6938775510204,0.0021857597768317,0.0007175255860893,0.0009104253189229
XGB,SUB002,580.7755102040816,0.0021349687925746,0.0007040909513117,0.0008902311658506
XGB,SUB002,597.8571428571428,0.002059276280059,0.0006938944202707,0.0008825236912676
XGB,SUB002,614.9387755102041,0.0020725633848392,0.0006911020236751,0.0008748648919421
XGB,SUB002,632.0204081632653,0.0020727581365516,0.0006993044413929,0.0008781521710497
XGB,SUB002,649.1020408163265,0.0021382517263155,0.0006876914129245,0.0008747988343185
XGB,SUB002,666.1836734693877,0.0020799210306952,0.0007069891057717,0.0008963766487005
XGB,SUB002,683.2653061224489,0.0021083335558253,0.0007251303648335,0.0008762626671202
XGB,SUB002,700.3469387755101,0.0021591991087007,0.0007083224263549,0.000873290243506
XGB,SUB002,717.4285714285714,0.0021207656986409,0.0006922701365035,0.0008647882013089
XGB,SUB002,734.5102040816327,0.0021107235100641,0.0006952431115595,0.0008689610283898
XGB,SUB002,751.5918367346939,0.0021130506204983,0.000698843355296,0.000881373625804
XGB,SUB002,768.6734693877551,0.0021290288520276,0.0006875263297631,0.0008753389076672
XGB,SUB002,785.7551020408163,0.0021045263713082,0.0007126210791211,0.0008902247104004
XGB,SUB002,802.8367346938775,0.0021421560693544,0.0006990548414729,0.0008645684641099
XGB,SUB002,819.9183673469388,0.0021569872328124,0.0007136537425282,0.0008878987090836
XGB,SUB002,837.0,0.0020970647863062,0.0006928667619696,0.0008779687439537
Padrão,SUB001,0.0,0.001493,0.000846,0.000968
Padrão,SUB001,17.081632653061224,0.001479,0.000854,0.000971
Padrão,SUB001,34.16326530612245,0.001473,0.000837,0.00096
Padrão,SUB001,51.244897959183675,0.0015,0.000834,0.000964
Padrão,SUB001,68.3265306122449,0.001524,0.000863,0.000999
Padrão,SUB001,85.40816326530611,0.001493,0.000859,0.000982
Padrão,SUB001,102.48979591836735,0.001493,0.000873,0.000993
Padrão,SUB001,119.57142857142857,0.001491,0.000859,0.00098
Padrão,SUB001,136.6530612244898,0.001488,0.000834,0.000958
Padrão,SUB001,153.73469387755102,0.0015,0.000854,0.000972
Padrão,SUB001,170.81632653061223,0.001517,0.000859,0.000989
Padrão,SUB001,187.89795918367346,0.001488,0.000853,0.000981
Padrão,SUB001,204.9795918367347,0.001502,0.000864,0.000981
Padrão,SUB001,222.0612244897959,0.001507,0.000839,0.00097
Padrão,SUB001,239.14285714285714,0.001552,0.000886,0.001013
Padrão,SUB001,256.2244897959184,0.001482,0.000854,0.000973
Padrão,SUB001,273.3061224489796,0.00149,0.000862,0.000977
Padrão,SUB001,290.3877551020408,0.001486,0.000846,0.000967
Padrão,SUB001,307.46938775510205,0.001555,0.000853,0.000985
Padrão,SUB001,324.55102040816325,0.001532,0.00085,0.000977
Padrão,SUB001,341.63265306122446,0.00149,0.000854,0.000975
Padrão,SUB001,358.7142857142857,0.001502,0.000831,0.000955
Padrão,SUB001,375.7959183673469,0.001533,0.000852,0.00098
Padrão,SUB001,392.87755102040813,0.001504,0.000858,0.000976
Padrão,SUB001,409.9591836734694,0.001505,0.000831,0.000957
Padrão,SUB001,427.0408163265306,0.001499,0.000839,0.000964
Padrão,SUB001,444.1224489795918,0.001495,0.000823,0.000951
